Latitude,Longitude,QuadKey
83,-178,222101301322002
83,-177,223000300232003
83,-176,223011211222003
83,-175,223110201332003
83,-174,232001200322012
83,-173,232011311232012
83,-172,232110310222012
83,-171,233001300332013
83,-170,233100211322013
83,-169,233111210232013
83,-168,322010201222102
83,-167,322100311332102
83,-166,322111310322102
83,-165,323010301232103
83,-164,323101300222103
83,-163,332000210332112
83,-162,332011201322112
83,-161,332110200232112
83,-160,333000311222113
83,-159,333011301332113
83,-158,333110300322113
86,-157,1000001011011000
87,-157,1000001011011000
88,-157,1000001011011000
89,-157,1000001011011000
90,-157,1000001011011000
85,-157,1000003213033020
86,-156,1000100010001000
87,-156,1000100010001000
88,-156,1000100010001000
89,-156,1000100010001000
90,-156,1000100010001000
85,-156,1000102212023020
86,-155,1000111000111000
87,-155,1000111000111000
88,-155,1000111000111000
89,-155,1000111000111000
90,-155,1000111000111000
85,-155,1000113202133020
86,-154,1001001111101000
87,-154,1001001111101000
88,-154,1001001111101000
89,-154,1001001111101000
90,-154,1001001111101000
85,-154,1001003313123020
86,-153,1001100110011000
87,-153,1001100110011000
88,-153,1001100110011000
89,-153,1001100110011000
90,-153,1001100110011000
85,-153,1001102312033020
86,-152,1001111101001000
87,-152,1001111101001000
88,-152,1001111101001000
89,-152,1001111101001000
90,-152,1001111101001000
85,-152,1001113303023020
86,-151,1010010011111010
87,-151,1010010011111010
88,-151,1010010011111010
89,-151,1010010011111010
90,-151,1010010011111010
85,-151,1010012213133030
86,-150,1010101010101010
87,-150,1010101010101010
88,-150,1010101010101010
89,-150,1010101010101010
90,-150,1010101010101010
85,-150,1010103212123030
86,-149,1011000001011010
87,-149,1011000001011010
88,-149,1011000001011010
89,-149,1011000001011010
90,-149,1011000001011010
85,-149,1011002203033030
86,-148,1011011000001010
87,-148,1011011000001010
88,-148,1011011000001010
89,-148,1011011000001010
90,-148,1011011000001010
85,-148,1011013202023030
86,-147,1011101110111010
87,-147,1011101110111010
88,-147,1011101110111010
89,-147,1011101110111010
90,-147,1011101110111010
85,-147,1011103312133030
84,-157,1022223033033220
84,-156,1022322032023220
84,-155,1022333022133220
84,-154,1023223133123220
84,-153,1023322132033220
84,-152,1023333123023220
84,-151,1032232033133230
84,-150,1032323032123230
84,-149,1033222023033230
84,-148,1033233022023230
84,-147,1033323132133230
86,-146,1100000101101100
87,-146,1100000101101100
88,-146,1100000101101100
89,-146,1100000101101100
90,-146,1100000101101100
85,-146,1100002303123120
86,-145,1100011100011100
87,-145,1100011100011100
88,-145,1100011100011100
89,-145,1100011100011100
90,-145,1100011100011100
85,-145,1100013302033120
86,-144,1100110011001100
87,-144,1100110011001100
88,-144,1100110011001100
89,-144,1100110011001100
90,-144,1100110011001100
85,-144,1100112213023120
86,-143,1101001001111100
87,-143,1101001001111100
88,-143,1101001001111100
89,-143,1101001001111100
90,-143,1101001001111100
85,-143,1101003203133120
86,-142,1101100000101100
87,-142,1101100000101100
88,-142,1101100000101100
89,-142,1101100000101100
90,-142,1101100000101100
85,-142,1101102202123120
86,-141,1101110111011100
87,-141,1101110111011100
88,-141,1101110111011100
89,-141,1101110111011100
90,-141,1101110111011100
85,-141,1101112313033120
86,-140,1110001110001110
87,-140,1110001110001110
88,-140,1110001110001110
89,-140,1110001110001110
90,-140,1110001110001110
85,-140,1110003312023130
86,-139,1110100100111110
87,-139,1110100100111110
88,-139,1110100100111110
89,-139,1110100100111110
90,-139,1110100100111110
85,-139,1110102302133130
86,-138,1110111011101110
87,-138,1110111011101110
88,-138,1110111011101110
89,-138,1110111011101110
90,-138,1110111011101110
85,-138,1110113213123130
86,-137,1111010010011110
87,-137,1111010010011110
88,-137,1111010010011110
89,-137,1111010010011110
90,-137,1111010010011110
85,-137,1111012212033130
86,-136,1111101001001110
87,-136,1111101001001110
88,-136,1111101001001110
89,-136,1111101001001110
90,-136,1111101001001110
85,-136,1111103203023130
84,-146,1122222123123320
84,-145,1122233122033320
84,-144,1122332033023320
84,-143,1123223023133320
84,-142,1123322022123320
84,-141,1123332133033320
84,-140,1132223132023330
84,-139,1132322122133330
84,-138,1132333033123330
84,-137,1133232032033330
84,-136,1133323023023330
83,-157,1222001211233000
83,-156,1222100210223000
83,-155,1222111200333000
83,-154,1223001311323000
83,-153,1223100310233000
83,-152,1223111301223000
83,-151,1232010211333010
83,-150,1232101210323010
83,-149,1233000201233010
83,-148,1233011200223010
83,-147,1233101310333010
83,-146,1322000301323100
83,-145,1322011300233100
83,-144,1322110211223100
83,-143,1323001201333100
83,-142,1323100200323100
83,-141,1323110311233100
83,-140,1332001310223110
83,-139,1332100300333110
83,-138,1332111211323110
83,-137,1333010210233110
83,-136,1333101201223110
82,-180,2002220022200000
82,-179,2002230132310000
82,-178,2002321123300000
82,-177,2003220122210000
82,-176,2003231033200000
82,-175,2003330023310000
82,-174,2012221022300010
82,-173,2012231133210010
82,-172,2012330132200010
82,-171,2013221122310010
82,-170,2013320033300010
82,-169,2013331032210010
82,-168,2102230023200100
82,-167,2102320133310100
82,-166,2102331132300100
82,-165,2103230123210100
82,-164,2103321122200100
82,-163,2112220032310110
82,-162,2112231023300110
82,-161,2112330022210110
82,-160,2113220133200110
82,-159,2113231123310110
82,-158,2113330122300110
81,-180,2200002202202000
81,-179,2200012312312000
81,-178,2200103303302000
81,-177,2201002302212000
81,-176,2201013213202000
81,-175,2201112203312000
81,-174,2210003202302010
81,-173,2210013313212010
81,-172,2210112312202010
81,-171,2211003302312010
81,-170,2211102213302010
81,-169,2211113212212010
80,-180,2220020222202000
80,-179,2220030332312000
80,-178,2220121323302000
80,-177,2221020322212000
80,-176,2221031233202000
80,-175,2221130223312000
80,-174,2230021222302010
80,-173,2230031333212010
80,-172,2230130332202010
80,-171,2231021322312010
80,-170,2231120233302010
80,-169,2231131232212010
81,-168,2300012203202100
81,-167,2300102313312100
81,-166,2300113312302100
81,-165,2301012303212100
81,-164,2301103302202100
81,-163,2310002212312110
81,-162,2310013203302110
81,-161,2310112202212110
81,-160,2311002313202110
81,-159,2311013303312110
81,-158,2311112302302110
80,-168,2320030223202100
80,-167,2320120333312100
80,-166,2320131332302100
80,-165,2321030323212100
80,-164,2321121322202100
80,-163,2330020232312110
80,-162,2330031223302110
80,-161,2330130222212110
80,-160,2331020333202110
80,-159,2331031323312110
80,-158,2331130322302110
82,-157,3002221033211000
82,-156,3002320032201000
82,-155,3002331022311000
82,-154,3003221133301000
82,-153,3003320132211000
82,-152,3003331123201000
82,-151,3012230033311010
82,-150,3012321032301010
82,-149,3013220023211010
82,-148,3013231022201010
82,-147,3013321132311010
82,-146,3102220123301100
82,-145,3102231122211100
82,-144,3102330033201100
82,-143,3103221023311100
82,-142,3103320022301100
82,-141,3103330133211100
82,-140,3112221132201110
82,-139,3112320122311110
82,-138,3112331033301110
82,-137,3113230032211110
82,-136,3113321023201110
81,-157,3200003213213000
81,-156,3200102212203000
81,-155,3200113202313000
81,-154,3201003313303000
81,-153,3201102312213000
81,-152,3201113303203000
81,-151,3210012213313010
81,-150,3210103212303010
81,-149,3211002203213010
81,-148,3211013202203010
81,-147,3211103312313010
80,-157,3220021233213000
80,-156,3220120232203000
80,-155,3220131222313000
80,-154,3221021333303000
80,-153,3221120332213000
80,-152,3221131323203000
80,-151,3230030233313010
80,-150,3230121232303010
80,-149,3231020223213010
80,-148,3231031222203010
80,-147,3231121332313010
81,-146,3300002303303100
81,-145,3300013302213100
81,-144,3300112213203100
81,-143,3301003203313100
81,-142,3301102202303100
81,-141,3301112313213100
81,-140,3310003312203110
81,-139,3310102302313110
81,-138,3310113213303110
81,-137,3311012212213110
81,-136,3311103203203110
80,-146,3320020323303100
80,-145,3320031322213100
80,-144,3320130233203100
80,-143,3321021223313100
80,-142,3321120222303100
80,-141,3321130333213100
80,-140,3330021332203110
80,-139,3330120322313110
80,-138,3330131233303110
80,-137,3331030232213110
80,-136,3331121223203110
86,-135,10000000000000000
87,-135,10000000000000000
88,-135,10000000000000000
89,-135,10000000000000000
90,-135,10000000000000000
85,-135,10000002202022000
86,-134,10000010110110000
87,-134,10000010110110000
88,-134,10000010110110000
89,-134,10000010110110000
90,-134,10000010110110000
85,-134,10000012312132000
86,-133,10000101101100000
87,-133,10000101101100000
88,-133,10000101101100000
89,-133,10000101101100000
90,-133,10000101101100000
85,-133,10000103303122000
86,-132,10001000100010000
87,-132,10001000100010000
88,-132,10001000100010000
89,-132,10001000100010000
90,-132,10001000100010000
85,-132,10001002302032000
86,-131,10001011011000000
87,-131,10001011011000000
88,-131,10001011011000000
89,-131,10001011011000000
90,-131,10001011011000000
85,-131,10001013213022000
86,-130,10001110001110000
87,-130,10001110001110000
88,-130,10001110001110000
89,-130,10001110001110000
90,-130,10001110001110000
85,-130,10001112203132000
86,-129,10010001000100000
87,-129,10010001000100000
88,-129,10010001000100000
89,-129,10010001000100000
90,-129,10010001000100000
85,-129,10010003202122000
86,-128,10010011111010000
87,-128,10010011111010000
88,-128,10010011111010000
89,-128,10010011111010000
90,-128,10010011111010000
85,-128,10010013313032000
86,-127,10010110110000000
87,-127,10010110110000000
88,-127,10010110110000000
89,-127,10010110110000000
90,-127,10010110110000000
85,-127,10010112312022000
86,-126,10011001100110000
87,-126,10011001100110000
88,-126,10011001100110000
89,-126,10011001100110000
90,-126,10011001100110000
85,-126,10011003302132000
86,-125,10011100011100000
87,-125,10011100011100000
88,-125,10011100011100000
89,-125,10011100011100000
90,-125,10011100011100000
85,-125,10011102213122000
86,-124,10011111010010000
87,-124,10011111010010000
88,-124,10011111010010000
89,-124,10011111010010000
90,-124,10011111010010000
85,-124,10011113212032000
84,-135,10022222022022200
84,-134,10022232132132200
84,-133,10022323123122200
84,-132,10023222122032200
84,-131,10023233033022200
84,-130,10023332023132200
84,-129,10032223022122200
84,-128,10032233133032200
84,-127,10032332132022200
84,-126,10033223122132200
84,-125,10033322033122200
84,-124,10033333032032200
86,-123,10100010001000100
87,-123,10100010001000100
88,-123,10100010001000100
89,-123,10100010001000100
90,-123,10100010001000100
85,-123,10100012203022100
86,-122,10100100111110100
87,-122,10100100111110100
88,-122,10100100111110100
89,-122,10100100111110100
90,-122,10100100111110100
85,-122,10100102313132100
86,-121,10100111110100100
87,-121,10100111110100100
88,-121,10100111110100100
89,-121,10100111110100100
90,-121,10100111110100100
85,-121,10100113312122100
86,-120,10101010101010100
87,-120,10101010101010100
88,-120,10101010101010100
89,-120,10101010101010100
90,-120,10101010101010100
85,-120,10101012303032100
86,-119,10101101100000100
87,-119,10101101100000100
88,-119,10101101100000100
89,-119,10101101100000100
90,-119,10101101100000100
85,-119,10101103302022100
86,-118,10110000010110100
87,-118,10110000010110100
88,-118,10110000010110100
89,-118,10110000010110100
90,-118,10110000010110100
85,-118,10110002212132100
86,-117,10110011001100100
87,-117,10110011001100100
88,-117,10110011001100100
89,-117,10110011001100100
90,-117,10110011001100100
85,-117,10110013203122100
86,-116,10110110000010100
87,-116,10110110000010100
88,-116,10110110000010100
89,-116,10110110000010100
90,-116,10110110000010100
85,-116,10110112202032100
86,-115,10111000111000100
87,-115,10111000111000100
88,-115,10111000111000100
89,-115,10111000111000100
90,-115,10111000111000100
85,-115,10111002313022100
86,-114,10111011101110100
87,-114,10111011101110100
88,-114,10111011101110100
89,-114,10111011101110100
90,-114,10111011101110100
85,-114,10111013303132100
86,-113,10111110100100100
87,-113,10111110100100100
88,-113,10111110100100100
89,-113,10111110100100100
90,-113,10111110100100100
85,-113,10111112302122100
84,-123,10122232023022300
84,-122,10122322133132300
84,-121,10122333132122300
84,-120,10123232123032300
84,-119,10123323122022300
84,-118,10132222032132300
84,-117,10132233023122300
84,-116,10132332022032300
84,-115,10133222133022300
84,-114,10133233123132300
84,-113,10133332122122300
83,-135,10222000200222000
83,-134,10222010310332000
83,-133,10222101301322000
83,-132,10223000300232000
83,-131,10223011211222000
83,-130,10223110201332000
83,-129,10232001200322000
83,-128,10232011311232000
83,-127,10232110310222000
83,-126,10233001300332000
83,-125,10233100211322000
83,-124,10233111210232000
83,-123,10322010201222100
83,-122,10322100311332100
83,-121,10322111310322100
83,-120,10323010301232100
83,-119,10323101300222100
83,-118,10332000210332100
83,-117,10332011201322100
83,-116,10332110200232100
83,-115,10333000311222100
83,-114,10333011301332100
83,-113,10333110300322100
86,-112,11000001011011000
87,-112,11000001011011000
88,-112,11000001011011000
89,-112,11000001011011000
90,-112,11000001011011000
85,-112,11000003213033000
86,-111,11000100010001000
87,-111,11000100010001000
88,-111,11000100010001000
89,-111,11000100010001000
90,-111,11000100010001000
85,-111,11000102212023000
86,-110,11000111000111000
87,-110,11000111000111000
88,-110,11000111000111000
89,-110,11000111000111000
90,-110,11000111000111000
85,-110,11000113202133000
86,-109,11001001111101000
87,-109,11001001111101000
88,-109,11001001111101000
89,-109,11001001111101000
90,-109,11001001111101000
85,-109,11001003313123000
86,-108,11001100110011000
87,-108,11001100110011000
88,-108,11001100110011000
89,-108,11001100110011000
90,-108,11001100110011000
85,-108,11001102312033000
86,-107,11001111101001000
87,-107,11001111101001000
88,-107,11001111101001000
89,-107,11001111101001000
90,-107,11001111101001000
85,-107,11001113303023000
86,-106,11010010011111000
87,-106,11010010011111000
88,-106,11010010011111000
89,-106,11010010011111000
90,-106,11010010011111000
85,-106,11010012213133000
86,-105,11010101010101000
87,-105,11010101010101000
88,-105,11010101010101000
89,-105,11010101010101000
90,-105,11010101010101000
85,-105,11010103212123000
86,-104,11011000001011000
87,-104,11011000001011000
88,-104,11011000001011000
89,-104,11011000001011000
90,-104,11011000001011000
85,-104,11011002203033000
86,-103,11011011000001000
87,-103,11011011000001000
88,-103,11011011000001000
89,-103,11011011000001000
90,-103,11011011000001000
85,-103,11011013202023000
86,-102,11011101110111000
87,-102,11011101110111000
88,-102,11011101110111000
89,-102,11011101110111000
90,-102,11011101110111000
85,-102,11011103312133000
84,-112,11022223033033200
84,-111,11022322032023200
84,-110,11022333022133200
84,-109,11023223133123200
84,-108,11023322132033200
84,-107,11023333123023200
84,-106,11032232033133200
84,-105,11032323032123200
84,-104,11033222023033200
84,-103,11033233022023200
84,-102,11033323132133200
86,-101,11100000101101100
87,-101,11100000101101100
88,-101,11100000101101100
89,-101,11100000101101100
90,-101,11100000101101100
85,-101,11100002303123100
86,-100,11100011100011100
87,-100,11100011100011100
88,-100,11100011100011100
89,-100,11100011100011100
90,-100,11100011100011100
85,-100,11100013302033100
86,-99,11100110011001100
87,-99,11100110011001100
88,-99,11100110011001100
89,-99,11100110011001100
90,-99,11100110011001100
85,-99,11100112213023100
86,-98,11101001001111100
87,-98,11101001001111100
88,-98,11101001001111100
89,-98,11101001001111100
90,-98,11101001001111100
85,-98,11101003203133100
86,-97,11101100000101100
87,-97,11101100000101100
88,-97,11101100000101100
89,-97,11101100000101100
90,-97,11101100000101100
85,-97,11101102202123100
86,-96,11101110111011100
87,-96,11101110111011100
88,-96,11101110111011100
89,-96,11101110111011100
90,-96,11101110111011100
85,-96,11101112313033100
86,-95,11110001110001100
87,-95,11110001110001100
88,-95,11110001110001100
89,-95,11110001110001100
90,-95,11110001110001100
85,-95,11110003312023100
86,-94,11110100100111100
87,-94,11110100100111100
88,-94,11110100100111100
89,-94,11110100100111100
90,-94,11110100100111100
85,-94,11110102302133100
86,-93,11110111011101100
87,-93,11110111011101100
88,-93,11110111011101100
89,-93,11110111011101100
90,-93,11110111011101100
85,-93,11110113213123100
86,-92,11111010010011100
87,-92,11111010010011100
88,-92,11111010010011100
89,-92,11111010010011100
90,-92,11111010010011100
85,-92,11111012212033100
86,-91,11111101001001100
87,-91,11111101001001100
88,-91,11111101001001100
89,-91,11111101001001100
90,-91,11111101001001100
85,-91,11111103203023100
84,-101,11122222123123300
84,-100,11122233122033300
84,-99,11122332033023300
84,-98,11123223023133300
84,-97,11123322022123300
84,-96,11123332133033300
84,-95,11132223132023300
84,-94,11132322122133300
84,-93,11132333033123300
84,-92,11133232032033300
84,-91,11133323023023300
83,-112,11222001211233000
83,-111,11222100210223000
83,-110,11222111200333000
83,-109,11223001311323000
83,-108,11223100310233000
83,-107,11223111301223000
83,-106,11232010211333000
83,-105,11232101210323000
83,-104,11233000201233000
83,-103,11233011200223000
83,-102,11233101310333000
83,-101,11322000301323100
83,-100,11322011300233100
83,-99,11322110211223100
83,-98,11323001201333100
83,-97,11323100200323100
83,-96,11323110311233100
83,-95,11332001310223100
83,-94,11332100300333100
83,-93,11332111211323100
83,-92,11333010210233100
83,-91,11333101201223100
82,-135,12002220022200000
82,-134,12002230132310000
82,-133,12002321123300000
82,-132,12003220122210000
82,-131,12003231033200000
82,-130,12003330023310000
82,-129,12012221022300000
82,-128,12012231133210000
82,-127,12012330132200000
82,-126,12013221122310000
82,-125,12013320033300000
82,-124,12013331032210000
82,-123,12102230023200100
82,-122,12102320133310100
82,-121,12102331132300100
82,-120,12103230123210100
82,-119,12103321122200100
82,-118,12112220032310100
82,-117,12112231023300100
82,-116,12112330022210100
82,-115,12113220133200100
82,-114,12113231123310100
82,-113,12113330122300100
81,-135,12200002202202000
81,-134,12200012312312000
81,-133,12200103303302000
81,-132,12201002302212000
81,-131,12201013213202000
81,-130,12201112203312000
81,-129,12210003202302000
81,-128,12210013313212000
81,-127,12210112312202000
81,-126,12211003302312000
81,-125,12211102213302000
81,-124,12211113212212000
80,-135,12220020222202000
80,-134,12220030332312000
80,-133,12220121323302000
80,-132,12221020322212000
80,-131,12221031233202000
80,-130,12221130223312000
80,-129,12230021222302000
80,-128,12230031333212000
80,-127,12230130332202000
80,-126,12231021322312000
80,-125,12231120233302000
80,-124,12231131232212000
81,-123,12300012203202100
81,-122,12300102313312100
81,-121,12300113312302100
81,-120,12301012303212100
81,-119,12301103302202100
81,-118,12310002212312100
81,-117,12310013203302100
81,-116,12310112202212100
81,-115,12311002313202100
81,-114,12311013303312100
81,-113,12311112302302100
80,-123,12320030223202100
80,-122,12320120333312100
80,-121,12320131332302100
80,-120,12321030323212100
80,-119,12321121322202100
80,-118,12330020232312100
80,-117,12330031223302100
80,-116,12330130222212100
80,-115,12331020333202100
80,-114,12331031323312100
80,-113,12331130322302100
82,-112,13002221033211000
82,-111,13002320032201000
82,-110,13002331022311000
82,-109,13003221133301000
82,-108,13003320132211000
82,-107,13003331123201000
82,-106,13012230033311000
82,-105,13012321032301000
82,-104,13013220023211000
82,-103,13013231022201000
82,-102,13013321132311000
82,-101,13102220123301100
82,-100,13102231122211100
82,-99,13102330033201100
82,-98,13103221023311100
82,-97,13103320022301100
82,-96,13103330133211100
82,-95,13112221132201100
82,-94,13112320122311100
82,-93,13112331033301100
82,-92,13113230032211100
82,-91,13113321023201100
81,-112,13200003213213000
81,-111,13200102212203000
81,-110,13200113202313000
81,-109,13201003313303000
81,-108,13201102312213000
81,-107,13201113303203000
81,-106,13210012213313000
81,-105,13210103212303000
81,-104,13211002203213000
81,-103,13211013202203000
81,-102,13211103312313000
80,-112,13220021233213000
80,-111,13220120232203000
80,-110,13220131222313000
80,-109,13221021333303000
80,-108,13221120332213000
80,-107,13221131323203000
80,-106,13230030233313000
80,-105,13230121232303000
80,-104,13231020223213000
80,-103,13231031222203000
80,-102,13231121332313000
81,-101,13300002303303100
81,-100,13300013302213100
81,-99,13300112213203100
81,-98,13301003203313100
81,-97,13301102202303100
81,-96,13301112313213100
81,-95,13310003312203100
81,-94,13310102302313100
81,-93,13310113213303100
81,-92,13311012212213100
81,-91,13311103203203100
80,-101,13320020323303100
80,-100,13320031322213100
80,-99,13320130233203100
80,-98,13321021223313100
80,-97,13321120222303100
80,-96,13321130333213100
80,-95,13330021332203100
80,-94,13330120322313100
80,-93,13330131233303100
80,-92,13331030232213100
80,-91,13331121223203100
79,-180,20000020200200200
79,-179,20000030310310200
79,-178,20000121301300200
79,-177,20001020300210200
79,-176,20001031211200200
79,-175,20001130201310200
79,-174,20010021200300200
79,-173,20010031311210200
79,-172,20010130310200200
79,-171,20011021300310200
79,-170,20011120211300200
79,-169,20011131210210200
78,-180,20020000220220000
78,-179,20020010330330000
78,-178,20020101321320000
78,-177,20021000320230000
78,-176,20021011231220000
78,-175,20021110221330000
77,-180,20022202222222200
77,-179,20022212332332200
77,-178,20022303323322200
77,-177,20023202322232200
77,-176,20023213233222200
77,-175,20023312223332200
78,-174,20030001220320000
78,-173,20030011331230000
78,-172,20030110330220000
78,-171,20031001320330000
78,-170,20031100231320000
78,-169,20031111230230000
77,-174,20032203222322200
77,-173,20032213333232200
77,-172,20032312332222200
77,-171,20033203322332200
77,-170,20033302233322200
77,-169,20033313232232200
79,-168,20100030201200300
79,-167,20100120311310300
79,-166,20100131310300300
79,-165,20101030301210300
79,-164,20101121300200300
79,-163,20110020210310300
79,-162,20110031201300300
79,-161,20110130200210300
79,-160,20111020311200300
79,-159,20111031301310300
79,-158,20111130300300300
78,-168,20120010221220100
78,-167,20120100331330100
78,-166,20120111330320100
78,-165,20121010321230100
78,-164,20121101320220100
77,-168,20122212223222300
77,-167,20122302333332300
77,-166,20122313332322300
77,-165,20123212323232300
77,-164,20123303322222300
78,-163,20130000230330100
78,-162,20130011221320100
78,-161,20130110220230100
78,-160,20131000331220100
78,-159,20131011321330100
78,-158,20131110320320100
77,-163,20132202232332300
77,-162,20132213223322300
77,-161,20132312222232300
77,-160,20133202333222300
77,-159,20133213323332300
77,-158,20133312322322300
76,-180,20202020002200000
76,-179,20202030112310000
76,-178,20202121103300000
76,-177,20203020102210000
76,-176,20203031013200000
76,-175,20203130003310000
76,-174,20212021002300000
76,-173,20212031113210000
76,-172,20212130112200000
76,-171,20213021102310000
76,-170,20213120013300000
76,-169,20213131012210000
75,-180,20220202200022000
75,-179,20220212310132000
75,-178,20220303301122000
75,-177,20221202300032000
75,-176,20221213211022000
75,-175,20221312201132000
75,-174,20230203200122000
75,-173,20230213311032000
75,-172,20230312310022000
75,-171,20231203300132000
75,-170,20231302211122000
75,-169,20231313210032000
76,-168,20302030003200100
76,-167,20302120113310100
76,-166,20302131112300100
76,-165,20303030103210100
76,-164,20303121102200100
76,-163,20312020012310100
76,-162,20312031003300100
76,-161,20312130002210100
76,-160,20313020113200100
76,-159,20313031103310100
76,-158,20313130102300100
75,-168,20320212201022100
75,-167,20320302311132100
75,-166,20320313310122100
75,-165,20321212301032100
75,-164,20321303300022100
75,-163,20330202210132100
75,-162,20330213201122100
75,-161,20330312200032100
75,-160,20331202311022100
75,-159,20331213301132100
75,-158,20331312300122100
79,-157,21000021211211200
79,-156,21000120210201200
79,-155,21000131200311200
79,-154,21001021311301200
79,-153,21001120310211200
79,-152,21001131301201200
79,-151,21010030211311200
79,-150,21010121210301200
79,-149,21011020201211200
79,-148,21011031200201200
79,-147,21011121310311200
78,-157,21020001231231000
78,-156,21020100230221000
78,-155,21020111220331000
78,-154,21021001331321000
78,-153,21021100330231000
78,-152,21021111321221000
77,-157,21022203233233200
77,-156,21022302232223200
77,-155,21022313222333200
77,-154,21023203333323200
77,-153,21023302332233200
77,-152,21023313323223200
78,-151,21030010231331000
78,-150,21030101230321000
78,-149,21031000221231000
78,-148,21031011220221000
78,-147,21031101330331000
77,-151,21032212233333200
77,-150,21032303232323200
77,-149,21033202223233200
77,-148,21033213222223200
77,-147,21033303332333200
79,-146,21100020301301300
79,-145,21100031300211300
79,-144,21100130211201300
79,-143,21101021201311300
79,-142,21101120200301300
79,-141,21101130311211300
79,-140,21110021310201300
79,-139,21110120300311300
79,-138,21110131211301300
79,-137,21111030210211300
79,-136,21111121201201300
78,-146,21120000321321100
78,-145,21120011320231100
78,-144,21120110231221100
78,-143,21121001221331100
78,-142,21121100220321100
78,-141,21121110331231100
77,-146,21122202323323300
77,-145,21122213322233300
77,-144,21122312233223300
77,-143,21123203223333300
77,-142,21123302222323300
77,-141,21123312333233300
78,-140,21130001330221100
78,-139,21130100320331100
78,-138,21130111231321100
78,-137,21131010230231100
78,-136,21131101221221100
77,-140,21132203332223300
77,-139,21132302322333300
77,-138,21132313233323300
77,-137,21133212232233300
77,-136,21133303223223300
76,-157,21202021013211000
76,-156,21202120012201000
76,-155,21202131002311000
76,-154,21203021113301000
76,-153,21203120112211000
76,-152,21203131103201000
76,-151,21212030013311000
76,-150,21212121012301000
76,-149,21213020003211000
76,-148,21213031002201000
76,-147,21213121112311000
